property_address,sale_price,sale_date,city,state,latitude,longitude,zip_code
"3240  HUMMINGBIRD DR, Nashville, TN",47200,2016-03-22,NASHVILLE,TN,36.217045,-86.828823,37218.0
"3236  HUMMINGBIRD DR, Nashville, TN",47200,2016-03-22,NASHVILLE,TN,36.2173021,-86.8286999,37218.0
"711  VANDERHORST DR, Nashville, TN",127000,2016-03-25,NASHVILLE,TN,36.2175334,-86.811156,37207.0
"4331  SETTERS RD, Nashville, TN",182500,2016-03-30,NASHVILLE,TN,36.210494,-86.8560568,37218.0
"2517  SHREEVE LN, Nashville, TN",90000,2016-03-31,NASHVILLE,TN,36.2134084,-86.8052299,37207.0
"508 E NOCTURNE DR, Nashville, TN",105000,2016-03-03,NASHVILLE,TN,36.2122662,-86.7964166,37207.0
"0 E NOCTURNE DR, Nashville, TN",110250,2016-03-03,NASHVILLE,TN,36.2122662,-86.7964166,37207.0
"1013  ALICE ST, Nashville, TN",69900,2016-03-15,NASHVILLE,TN,36.2036885,-86.8098741,37218.0
"0 W TRINITY LN, Nashville, TN",235000,2016-03-18,NASHVILLE,TN,36.2068223,-86.7940889,37207.0
"0 W TRINITY LN, Nashville, TN",750,2016-03-22,NASHVILLE,TN,36.2068223,-86.7940889,37207.0
"0  CLIFF DR, Nashville, TN",125000,2016-03-18,NASHVILLE,TN,36.1950237,-86.8266912,37218.0
"523  WEAKLEY AVE, Nashville, TN",80000,2016-03-23,NASHVILLE,TN,36.197438,-86.781925,37207.0
"0  WEAKLEY AVE, Nashville, TN",110000,2016-03-29,NASHVILLE,TN,36.1985478,-86.7801694,37207.0
"507  WEAKLEY AVE, Nashville, TN",55000,2016-03-29,NASHVILLE,TN,36.1984209,-86.7809548,37207.0
"503  WEAKLEY AVE, Nashville, TN",110000,2016-03-29,NASHVILLE,TN,36.1985776,-86.7804821,37207.0
"131  FERN AVE, Nashville, TN",135000,2016-03-29,NASHVILLE,TN,36.1967636,-86.7808759,37207.0
"3244  MEXICO DR, Nashville, TN",123000,2016-03-04,NASHVILLE,TN,36.1815006,-86.8371159,37218.0
"612  GAYLEMORE DR, Nashville, TN",276500,2016-03-11,GOODLETTSVILLE,TN,36.366796,-86.732278,37072.0
"3117  MILLIKEN DR, Nashville, TN",169900,2016-03-18,JOELTON,TN,36.3256262,-86.8630327,37080.0
"410  ISAAC DR, Nashville, TN",209761,2016-03-31,GOODLETTSVILLE,TN,36.341651,-86.729471,37072.0
"208  EAST AVE, Nashville, TN",155000,2016-03-29,GOODLETTSVILLE,TN,36.2474329,-86.7144704,37115.0
"4020  HICKORY TER, Nashville, TN",201000,2016-03-08,NASHVILLE,TN,36.2698579,-86.7634282,37207.0
"3921  STILTON DR, Nashville, TN",110000,2016-03-08,NASHVILLE,TN,36.2627721,-86.7662264,37207.0
"1109  BELL GRIMES LN, Nashville, TN",163000,2016-03-25,NASHVILLE,TN,36.2687907,-86.7606623,37207.0
"3633  WILLOW CREEK CT, Nashville, TN",101850,2016-03-01,NASHVILLE,TN,36.2535471,-86.7751645,37207.0
"3533  BROOKWAY DR, Nashville, TN",115000,2016-03-01,NASHVILLE,TN,36.2535276,-86.774158,37207.0
"3535  BROOKWAY DR, Nashville, TN",115000,2016-03-01,NASHVILLE,TN,36.2535419,-86.7741623,37207.0
"3212  LESWOOD LN, Nashville, TN",90000,2016-03-16,NASHVILLE,TN,36.2364959,-86.77688,37207.0
"3103  BRICK CHURCH PIKE, Nashville, TN",147000,2016-03-22,NASHVILLE,TN,36.2336383,-86.7812592,37207.0
"3073  RICHMOND HILL DR, Nashville, TN",130000,2016-03-02,NASHVILLE,TN,36.2329977,-86.7736481,37207.0
"3125  BRICKDALE LN, Nashville, TN",165000,2016-03-31,NASHVILLE,TN,36.2316247,-86.7723682,37207.0
"101  BRENTON CT, Nashville, TN",130000,2016-03-18,GOODLETTSVILLE,TN,36.0388453,-86.7674901,37027.0
"717  HAMBLEN DR, Nashville, TN",174900,2016-03-17,MADISON,TN,36.2851797,-86.7267247,37115.0
"305  SLAYTON DR, Nashville, TN",164900,2016-03-24,MADISON,TN,36.2814629,-86.7158255,37115.0
"235  MACFIE DR, Nashville, TN",93000,2016-03-09,MADISON,TN,36.2837894,-86.7134209,37115.0
"115  OAK PARK LN, Nashville, TN",151000,2016-03-17,MADISON,TN,36.3011518,-86.6878906,37115.0
"411  WILLIAMS AVE, Nashville, TN",127000,2016-03-23,MADISON,TN,36.267845,-86.718514,37115.0
"955  SNOW AVE, Nashville, TN",182400,2016-03-30,MADISON,TN,36.27608,-86.698652,37115.0
"925  ANDERSON LN, Nashville, TN",60000,2016-03-25,MADISON,TN,36.2719484,-86.6858253,37115.0
"927  ANDERSON LN, Nashville, TN",60000,2016-03-25,MADISON,TN,36.2721922,-86.6889587,37115.0
"242  WILEY ST, Nashville, TN",77000,2016-03-17,MADISON,TN,36.2689675,-86.7078679,37115.0
"501  CUMBERLAND AVE, Nashville, TN",40000,2016-03-15,MADISON,TN,36.267251,-86.703368,37115.0
"508  DUPONT AVE, Nashville, TN",149943,2016-03-04,MADISON,TN,36.266079,-86.7036071,37115.0
"1071 N DUPONT AVE, Nashville, TN",45000,2016-03-17,MADISON,TN,36.2660445,-86.6823104,37115.0
"224  HICKORY ST, Nashville, TN",155000,2016-03-31,MADISON,TN,36.2596962,-86.7099899,37115.0
"245 B LANIER DR, Nashville, TN",70000,2016-03-07,MADISON,TN,36.2584718,-86.6976245,37115.0
"117  RANDY RD, Nashville, TN",146000,2016-03-25,MADISON,TN,36.2625308,-86.69058,37115.0
"420  CHADWELL DR, Nashville, TN",55000,2016-03-08,MADISON,TN,36.2552327,-86.7228656,37115.0
"713  CARMEL AVE, Nashville, TN",171250,2016-03-10,MADISON,TN,36.2564503,-86.6973407,37115.0
"621  CHERYL AVE, Nashville, TN",75000,2016-03-31,MADISON,TN,36.2558012,-86.6987887,37115.0
"725  BLACKSTONE AVE, Nashville, TN",95000,2016-03-09,MADISON,TN,36.2545314,-86.6975065,37115.0
"725  BLACKSTONE AVE, Nashville, TN",100000,2016-03-29,MADISON,TN,36.2545314,-86.6975065,37115.0
"427  EMMITT AVE, Nashville, TN",57000,2016-03-09,MADISON,TN,36.2510069,-86.7095036,37115.0
"432  EMMITT AVE, Nashville, TN",71000,2016-03-14,MADISON,TN,36.2508382,-86.7094662,37115.0
"0  GRAPEVINE AVE, Nashville, TN",20000,2016-03-28,MADISON,TN,36.2443315,-86.7113793,37115.0
"1320  NEELYS BEND RD, Nashville, TN",69500,2016-03-31,MADISON,TN,36.238244,-86.671441,37115.0
"1277  CHEYENNE BLVD, Nashville, TN",164000,2016-03-11,MADISON,TN,36.248541,-86.66953,37115.0
"3005  STANWYCK DR, Nashville, TN",209000,2016-03-03,NASHVILLE,TN,36.2276845,-86.7688418,37207.0
"3043  HILLSIDE RD, Nashville, TN",135000,2016-03-10,NASHVILLE,TN,36.2271785,-86.7566654,37207.0
"2903  JONES AVE, Nashville, TN",169950,2016-03-23,NASHVILLE,TN,36.2197586,-86.7549867,37207.0
"2816  BRUNSWICK DR, Nashville, TN",45000,2016-03-28,NASHVILLE,TN,36.2157135,-86.7599583,37207.0
"586  JOYCE LN, Nashville, TN",227000,2016-03-11,NASHVILLE,TN,36.232407,-86.7423106,37216.0
"650  STANVID DR, Nashville, TN",222500,2016-03-02,NASHVILLE,TN,36.2316664,-86.7399898,37216.0
"4831  LINDELL ST, Nashville, TN",235000,2016-03-10,NASHVILLE,TN,36.2322185,-86.7275913,37216.0
"1007  BROADMOOR DR, Nashville, TN",230000,2016-03-21,NASHVILLE,TN,36.2293805,-86.7273588,37216.0
"1008  MALQUIN DR, Nashville, TN",156900,2016-03-01,NASHVILLE,TN,36.230206,-86.7273602,37216.0
"1006  BROADMOOR DR, Nashville, TN",271000,2016-03-17,NASHVILLE,TN,36.2292168,-86.7273788,37216.0
"1129  RICHMOND DR, Nashville, TN",242500,2016-03-30,NASHVILLE,TN,36.2299268,-86.7237403,37216.0
"3869  HUTSON AVE, Nashville, TN",148000,2016-03-18,NASHVILLE,TN,36.2214578,-86.7400356,37216.0
"4107  EDWARDS AVE, Nashville, TN",235000,2016-03-24,NASHVILLE,TN,36.2247383,-86.7368896,37216.0
"3835  EDWARDS AVE, Nashville, TN",324900,2016-03-25,NASHVILLE,TN,36.2224727,-86.7376317,37216.0
"1012  VIRGINIA AVE, Nashville, TN",225000,2016-03-17,NASHVILLE,TN,36.2214746,-86.7292351,37216.0
"1160  GREENLAND AVE, Nashville, TN",250000,2016-03-31,NASHVILLE,TN,36.2217524,-86.7231082,37216.0
"2550  BETHWOOD DR, Nashville, TN",195000,2016-03-22,NASHVILLE,TN,36.2133465,-86.7516665,37207.0
"3805  HILLTOP AVE, Nashville, TN",248600,2016-03-31,NASHVILLE,TN,36.217529,-86.735138,37216.0
"3725  BAXTER AVE, Nashville, TN",328000,2016-03-31,NASHVILLE,TN,36.2138604,-86.7333574,37216.0
"3918  BURRUS ST, Nashville, TN",228000,2016-03-09,NASHVILLE,TN,36.2188405,-86.7315591,37216.0
"3903  BAXTER AVE, Nashville, TN",315000,2016-03-30,NASHVILLE,TN,36.2169677,-86.7309626,37216.0
"1150  ARDEE AVE, Nashville, TN",240000,2016-03-25,NASHVILLE,TN,36.2185822,-86.7256109,37216.0
"1105  SUNNYMEADE DR, Nashville, TN",105000,2016-03-08,NASHVILLE,TN,36.2187446,-86.7275745,37216.0
"1421  NORVEL AVE, Nashville, TN",132000,2016-03-07,NASHVILLE,TN,36.2155129,-86.7236659,37216.0
"3925  KINGSWOOD AVE, Nashville, TN",244000,2016-03-08,NASHVILLE,TN,36.216194,-86.7264499,37216.0
"1355  CARDINAL AVE, Nashville, TN",257000,2016-03-16,NASHVILLE,TN,36.218134,-86.7133646,37216.0
"1315  CARDINAL AVE, Nashville, TN",196000,2016-03-30,NASHVILLE,TN,36.2190244,-86.7147588,37216.0
"4109  ADDINE ST, Nashville, TN",265000,2016-03-31,NASHVILLE,TN,36.2174145,-86.7156596,37216.0
"2402  CLAYPOOL ST, Nashville, TN",350000,2016-03-31,NASHVILLE,TN,36.2147352,-86.708727,37216.0
"1428  MOHAWK TRL, Nashville, TN",140000,2016-03-28,MADISON,TN,36.2354258,-86.6571721,37115.0
"1536  MOHAWK TRL, Nashville, TN",110000,2016-03-23,MADISON,TN,36.2331499,-86.6560888,37115.0
"108  GORDON TER, Nashville, TN",135000,2016-03-11,NASHVILLE,TN,36.2122304,-86.7638989,37207.0
"209  QUEEN AVE, Nashville, TN",128000,2016-03-18,NASHVILLE,TN,36.2083107,-86.7646022,37207.0
"2516  FLAMINGO DR, Nashville, TN",200000,2016-03-31,NASHVILLE,TN,36.2107655,-86.7554804,37207.0
"115  OLD TRINITY LN, Nashville, TN",20000,2016-03-15,NASHVILLE,TN,36.2069471,-86.7688403,37207.0
"216  QUEEN AVE, Nashville, TN",159900,2016-03-04,NASHVILLE,TN,36.2081398,-86.7645331,37207.0
"317 B EDWIN ST, Nashville, TN",325000,2016-03-25,NASHVILLE,TN,36.203987,-86.7577755,37207.0
"522  WESLEY AVE, Nashville, TN",98500,2016-03-04,NASHVILLE,TN,36.206244,-86.7561712,37207.0
"531  EDWIN ST, Nashville, TN",60000,2016-03-31,NASHVILLE,TN,36.2039534,-86.7562726,37207.0
"307  GATEWOOD AVE, Nashville, TN",299900,2016-03-31,NASHVILLE,TN,36.199519,-86.765395,37207.0
"342  EDITH AVE, Nashville, TN",289500,2016-03-28,NASHVILLE,TN,36.202573,-86.766076,37207.0
"909  CHICKASAW AVE, Nashville, TN",294900,2016-03-03,NASHVILLE,TN,36.2002667,-86.7536056,37207.0
"1338  STAINBACK AVE, Nashville, TN",210000,2016-03-31,NASHVILLE,TN,36.1949656,-86.764573,37207.0
"1232 N 2ND ST, Nashville, TN",355000,2016-03-29,NASHVILLE,TN,36.1928344,-86.7702815,37207.0
"1317 C STAINBACK AVE, Nashville, TN",258000,2016-03-04,NASHVILLE,TN,36.1908781,-86.7650125,37207.0
"1317 B STAINBACK AVE, Nashville, TN",263500,2016-03-03,NASHVILLE,TN,36.1908781,-86.7650125,37207.0
"1322 A LISCHEY AVE, Nashville, TN",320000,2016-03-11,NASHVILLE,TN,36.1989496,-86.7623259,37207.0
"1327 B MERIDIAN ST, Nashville, TN",337900,2016-03-23,NASHVILLE,TN,36.1992751,-86.7666862,37207.0
"1340  LISCHEY AVE, Nashville, TN",183000,2016-03-11,NASHVILLE,TN,36.1949948,-86.7631587,37207.0
"1342  LISCHEY AVE, Nashville, TN",183000,2016-03-11,NASHVILLE,TN,36.1950493,-86.7631498,37207.0
"1401  JONES AVE, Nashville, TN",267000,2016-03-18,NASHVILLE,TN,36.196216,-86.759039,37207.0
"1217 N 6TH ST, Nashville, TN",265000,2016-03-31,NASHVILLE,TN,36.1926427,-86.7606214,37207.0
"1405  CROCKETT CT, Nashville, TN",185000,2016-03-24,NASHVILLE,TN,36.1961684,-86.758264,37207.0
"2549  BETHWOOD DR, Nashville, TN",157500,2016-03-04,NASHVILLE,TN,36.2131481,-86.7517435,37207.0
"3703  BURRUS ST, Nashville, TN",269999,2016-03-09,NASHVILLE,TN,36.2130406,-86.7352799,37216.0
"1126  STRATFORD AVE, Nashville, TN",270000,2016-03-21,NASHVILLE,TN,36.2142893,-86.7297442,37216.0
"1126  STRATFORD AVE, Nashville, TN",270000,2016-03-21,NASHVILLE,TN,36.2142893,-86.7297442,37216.0
"1601  GOLF ST, Nashville, TN",326000,2016-03-24,NASHVILLE,TN,36.211477,-86.717012,37216.0
"1430  ARDEE AVE, Nashville, TN",255000,2016-03-29,NASHVILLE,TN,36.2134904,-86.7165301,37216.0
"1801  MCGAVOCK PIKE, Nashville, TN",395000,2016-03-14,NASHVILLE,TN,36.2101011,-86.7132025,37216.0
"1414  JANIE AVE, Nashville, TN",255000,2016-03-18,NASHVILLE,TN,36.2141401,-86.7153851,37216.0
"1024  IVERSON AVE, Nashville, TN",229000,2016-03-22,NASHVILLE,TN,36.2085682,-86.7388608,37216.0
"1126  MCGAVOCK PIKE, Nashville, TN",305000,2016-03-30,NASHVILLE,TN,36.2048404,-86.736877,37216.0
"1129  LELAND AVE, Nashville, TN",115000,2016-03-18,NASHVILLE,TN,36.2036734,-86.7358774,37216.0
"1304  OAKHURST DR, Nashville, TN",175000,2016-03-22,NASHVILLE,TN,36.2037497,-86.7239524,37216.0
"1426  MCGAVOCK PIKE, Nashville, TN",340000,2016-03-01,NASHVILLE,TN,36.2057624,-86.7219276,37216.0
"2114  GENEIVA DR, Nashville, TN",210000,2016-03-28,NASHVILLE,TN,36.2035211,-86.7209455,37216.0
"2310  FERNWOOD DR, Nashville, TN",263000,2016-03-15,NASHVILLE,TN,36.2059929,-86.7126217,37216.0
"2217  RAVENWOOD DR, Nashville, TN",465000,2016-03-30,NASHVILLE,TN,36.2037578,-86.7135559,37216.0
"804  FAIRWIN AVE, Nashville, TN",300000,2016-03-01,NASHVILLE,TN,36.2003428,-86.7484918,37216.0
"0  INGA ST, Nashville, TN",135000,2016-03-11,NASHVILLE,TN,36.1966901,-86.7505309,37206.0
"0  INGA ST, Nashville, TN",145000,2016-03-31,NASHVILLE,TN,36.1966901,-86.7505309,37206.0
"1010  FAIRWIN AVE, Nashville, TN",153500,2016-03-10,NASHVILLE,TN,36.1989488,-86.7444537,37216.0
"2218  SCOTT AVE, Nashville, TN",214900,2016-03-14,NASHVILLE,TN,36.1995086,-86.7331849,37216.0
"1305  OTAY ST, Nashville, TN",305000,2016-03-15,NASHVILLE,TN,36.199253,-86.734866,37216.0
"2927  GLENMEADE DR, Nashville, TN",275000,2016-03-29,NASHVILLE,TN,36.2022198,-86.7275507,37216.0
"2906  GLENMEADE DR, Nashville, TN",229750,2016-03-28,NASHVILLE,TN,36.2014196,-86.727631,37216.0
"2201  PINEWOOD RD, Nashville, TN",249900,2016-03-30,NASHVILLE,TN,36.203255,-86.7172767,37216.0
"2200  STRATFORD AVE, Nashville, TN",255000,2016-03-30,NASHVILLE,TN,36.2034556,-86.7163214,37216.0
"2109  STRATFORD AVE, Nashville, TN",260000,2016-03-31,NASHVILLE,TN,36.2053819,-86.7161113,37216.0
"1908  PIEDMONT AVE, Nashville, TN",252500,2016-03-31,NASHVILLE,TN,36.2011504,-86.715621,37216.0
"951  CAHAL AVE, Nashville, TN",320000,2016-03-25,NASHVILLE,TN,36.1970147,-86.7453368,37206.0
"1000  CAHAL AVE, Nashville, TN",152500,2016-03-29,NASHVILLE,TN,36.197144,-86.746225,37206.0
"2420  BRASHER AVE, Nashville, TN",118300,2016-03-30,NASHVILLE,TN,36.1952033,-86.7486821,37206.0
"1217  CHESTER AVE, Nashville, TN",244000,2016-03-31,NASHVILLE,TN,36.1950891,-86.7383948,37206.0
"1508  WARD AVE, Nashville, TN",175000,2016-03-28,NASHVILLE,TN,36.1941072,-86.7388562,37206.0
"1408  STRAIGHTWAY AVE, Nashville, TN",215000,2016-03-24,NASHVILLE,TN,36.1933211,-86.7411619,37206.0
"1528  STRAIGHTWAY AVE, Nashville, TN",150000,2016-03-18,NASHVILLE,TN,36.192962,-86.737386,37206.0
"1621  CHASE ST, Nashville, TN",91000,2016-03-31,NASHVILLE,TN,36.1973602,-86.7341859,37216.0
"1612  CAHAL AVE, Nashville, TN",180000,2016-03-17,NASHVILLE,TN,36.1958704,-86.7349767,37206.0
"1411  CHESTER AVE, Nashville, TN",205000,2016-03-23,NASHVILLE,TN,36.194764,-86.7340353,37206.0
"1724  STRAIGHTWAY AVE, Nashville, TN",265000,2016-03-04,NASHVILLE,TN,36.1926774,-86.7347638,37206.0
"2115  BURNS ST, Nashville, TN",155000,2016-03-10,NASHVILLE,TN,36.1957779,-86.7295149,37216.0
"1617  BRANCH ST, Nashville, TN",125000,2016-03-18,NASHVILLE,TN,36.1968573,-86.7256537,37216.0
"1615  BRANCH ST, Nashville, TN",125000,2016-03-18,NASHVILLE,TN,36.196739,-86.725669,37216.0
"1501  RIVERSIDE DR, Nashville, TN",195000,2016-03-18,NASHVILLE,TN,36.2547026,-86.6406991,37138.0
"1910  SHERIDAN RD, Nashville, TN",225000,2016-03-17,NASHVILLE,TN,36.1932657,-86.7185026,37206.0
"1518  PRESTON DR, Nashville, TN",240000,2016-03-10,NASHVILLE,TN,36.1938089,-86.7175243,37206.0
"2212  PORTER RD, Nashville, TN",200000,2016-03-10,NASHVILLE,TN,36.1956528,-86.7144485,37206.0
"2100  SHERIDAN RD, Nashville, TN",180000,2016-03-23,NASHVILLE,TN,36.193087,-86.716172,37206.0
"2317  SHADOW LN, Nashville, TN",297000,2016-03-10,NASHVILLE,TN,36.2072304,-86.7064525,37216.0
"2509  SANDY DR, Nashville, TN",291000,2016-03-07,NASHVILLE,TN,36.2026169,-86.7057963,37216.0
"2602  SANDY DR, Nashville, TN",290000,2016-03-14,NASHVILLE,TN,36.2032657,-86.7049529,37216.0
"3720  MOSS ROSE DR, Nashville, TN",385000,2016-03-18,NASHVILLE,TN,36.2022562,-86.6978246,37216.0
"1503  WENDELL AVE, Nashville, TN",230000,2016-03-21,NASHVILLE,TN,36.1925644,-86.7106136,37206.0
"1513 B WENDELL AVE, Nashville, TN",483000,2016-03-29,NASHVILLE,TN,36.1939754,-86.7105305,37206.0
"1012 N 2ND ST, Nashville, TN",285000,2016-03-16,NASHVILLE,TN,36.1894072,-86.7707229,37207.0
"1108 N 2ND ST, Nashville, TN",174000,2016-03-02,NASHVILLE,TN,36.1903463,-86.7705908,37207.0
"1011 N 2ND ST, Nashville, TN",180750,2016-03-30,NASHVILLE,TN,36.1888731,-86.7705765,37207.0
"1010  PENNOCK AVE, Nashville, TN",146570,2016-03-31,NASHVILLE,TN,36.1884408,-86.7667609,37207.0
"1124  STAINBACK AVE, Nashville, TN",125000,2016-03-14,NASHVILLE,TN,36.1904876,-86.7651906,37207.0
"1100 N 7TH ST, Nashville, TN",322000,2016-03-07,NASHVILLE,TN,36.190423,-86.75984,37207.0
"1016 N 6TH ST, Nashville, TN",399000,2016-03-21,NASHVILLE,TN,36.1887008,-86.7615055,37207.0
"883  SHARPE AVE, Nashville, TN",182500,2016-03-29,NASHVILLE,TN,36.1907566,-86.7545953,37206.0
"881  SHARPE AVE, Nashville, TN",182500,2016-03-29,NASHVILLE,TN,36.1907611,-86.7546359,37206.0
"873  SHARPE AVE, Nashville, TN",100000,2016-03-07,NASHVILLE,TN,36.1907791,-86.7547985,37206.0
"898  SHARPE AVE, Nashville, TN",181000,2016-03-22,NASHVILLE,TN,36.190513,-86.753852,37206.0
"808  PETWAY AVE, Nashville, TN",328000,2016-03-31,NASHVILLE,TN,36.1874909,-86.7552109,37206.0
"913  PETWAY AVE, Nashville, TN",405000,2016-03-11,NASHVILLE,TN,36.1873335,-86.7534638,37206.0
"810  STOCKELL ST, Nashville, TN",390000,2016-03-17,NASHVILLE,TN,36.1845238,-86.7699182,37207.0
"316  HANCOCK ST, Nashville, TN",329900,2016-03-31,NASHVILLE,TN,36.1836672,-86.7678572,37207.0
"809 N 6TH ST, Nashville, TN",205000,2016-03-31,NASHVILLE,TN,36.1846198,-86.7620364,37207.0
"811 N 6TH ST, Nashville, TN",205500,2016-03-07,NASHVILLE,TN,36.1846431,-86.7620326,37207.0
"708  NEILL AVE, Nashville, TN",170000,2016-03-11,NASHVILLE,TN,36.1828594,-86.7598942,37206.0
"616  MCFERRIN AVE, Nashville, TN",265000,2016-03-21,NASHVILLE,TN,36.1815264,-86.7549726,37206.0
"1003 W EASTLAND AVE, Nashville, TN",245000,2016-03-28,NASHVILLE,TN,36.1842164,-86.7526581,37206.0
"117  NEILL AVE, Nashville, TN",285000,2016-03-24,NASHVILLE,TN,36.1777359,-86.75858,37206.0
"402  HART AVE, Nashville, TN",171000,2016-03-18,NASHVILLE,TN,36.180507,-86.7563703,37206.0
"809  SHELBY AVE, Nashville, TN",277000,2016-03-18,NASHVILLE,TN,36.1700926,-86.7559553,37206.0
"1004  SHARPE AVE, Nashville, TN",85000,2016-03-02,NASHVILLE,TN,36.1896849,-86.7498759,37206.0
"1019  GRANADA AVE, Nashville, TN",235000,2016-03-24,NASHVILLE,TN,36.188646,-86.74883,37206.0
"1018  PETWAY AVE, Nashville, TN",135000,2016-03-31,NASHVILLE,TN,36.1868952,-86.7504963,37206.0
"1113  MCKENNIE AVE, Nashville, TN",349000,2016-03-08,NASHVILLE,TN,36.1919167,-86.7445331,37206.0
"1410  GREENWOOD AVE, Nashville, TN",370000,2016-03-18,NASHVILLE,TN,36.1897688,-86.7410581,37206.0
"1429  ROBERTS AVE, Nashville, TN",210000,2016-03-02,NASHVILLE,TN,36.1888763,-86.7414641,37206.0
"1007 N 16TH ST, Nashville, TN",426400,2016-03-03,NASHVILLE,TN,36.1868048,-86.7402057,37206.0
"316  ROSEBANK AVE, Nashville, TN",578000,2016-03-14,NASHVILLE,TN,36.1869324,-86.724189,37206.0
"1033  SEYMOUR AVE, Nashville, TN",325000,2016-03-07,NASHVILLE,TN,36.1859383,-86.7496718,37206.0
"1405  FRANKLIN AVE, Nashville, TN",340500,2016-03-11,NASHVILLE,TN,36.1849473,-86.7435206,37206.0
"610  RUDOLPH AVE, Nashville, TN",181800,2016-03-21,NASHVILLE,TN,36.1820598,-86.740062,37206.0
"600  RUDOLPH AVE, Nashville, TN",203200,2016-03-21,NASHVILLE,TN,36.1820264,-86.7400666,37206.0
"703  SKYVIEW DR, Nashville, TN",212500,2016-03-30,NASHVILLE,TN,36.1824315,-86.7292932,37206.0
"1020  PRESTON DR, Nashville, TN",297000,2016-03-18,NASHVILLE,TN,36.18544,-86.717757,37206.0
"1206  WOODLAND ST, Nashville, TN",566000,2016-03-25,NASHVILLE,TN,36.1771084,-86.7483473,37206.0
"414  LOCKLAND DR, Nashville, TN",405000,2016-03-28,NASHVILLE,TN,36.1797899,-86.7383019,37206.0
"405  LOCKLAND DR, Nashville, TN",399000,2016-03-11,NASHVILLE,TN,36.1796428,-86.7381178,37206.0
"1608  GARTLAND AVE, Nashville, TN",597000,2016-03-31,NASHVILLE,TN,36.178707,-86.740906,37206.0
"406 A RUDOLPH AVE, Nashville, TN",470000,2016-03-09,NASHVILLE,TN,36.1820899,-86.7399594,37206.0
"520  SKYVIEW DR, Nashville, TN",256000,2016-03-29,NASHVILLE,TN,36.1812019,-86.7291384,37206.0
"2507  EASTLAND AVE, Nashville, TN",295000,2016-03-18,NASHVILLE,TN,36.178652,-86.714254,37206.0
"1509  LILLIAN ST, Nashville, TN",185000,2016-03-25,NASHVILLE,TN,36.1726345,-86.7443413,37206.0
"1516  SHELBY AVE, Nashville, TN",419900,2016-03-11,NASHVILLE,TN,36.1705123,-86.7443199,37206.0
"1810  LILLIAN ST, Nashville, TN",288000,2016-03-23,NASHVILLE,TN,36.1720258,-86.7384785,37206.0
"2908  EASTLAND AVE, Nashville, TN",300000,2016-03-31,NASHVILLE,TN,36.1861361,-86.7108309,37206.0
"2620  AIRPARK DR, Nashville, TN",170000,2016-03-10,NASHVILLE,TN,36.1917814,-86.7071213,37206.0
"1012  SHADOW LN, Nashville, TN",308000,2016-03-17,NASHVILLE,TN,36.1870914,-86.7060139,37206.0
"612 S 12TH ST, Nashville, TN",175000,2016-03-16,NASHVILLE,TN,36.1689601,-86.7498183,37206.0
"617 S 13TH ST, Nashville, TN",76500,2016-03-10,NASHVILLE,TN,36.1687629,-86.7482876,37206.0
"610 S 14TH ST, Nashville, TN",110000,2016-03-14,NASHVILLE,TN,36.1680705,-86.7472986,37206.0
"608 S 14TH ST, Nashville, TN",135000,2016-03-29,NASHVILLE,TN,36.1681089,-86.747295,37206.0
"902 S 13TH ST, Nashville, TN",255500,2016-03-24,NASHVILLE,TN,36.1648968,-86.7489049,37206.0
"1420  SEVIER CT, Nashville, TN",433000,2016-03-16,NASHVILLE,TN,36.1677048,-86.7457967,37206.0
"1422  SEVIER CT, Nashville, TN",164000,2016-03-28,NASHVILLE,TN,36.1677044,-86.7457671,37206.0
"1605  ELECTRIC AVE, Nashville, TN",645900,2016-03-30,NASHVILLE,TN,36.1673424,-86.7426836,37206.0
"1106  GLENVIEW DR, Nashville, TN",459900,2016-03-28,NASHVILLE,TN,36.1641152,-86.7516803,37206.0
"1403  DAVIDSON ST, Nashville, TN",230000,2016-03-11,NASHVILLE,TN,36.1631365,-86.7466944,37206.0
"808  BETTIE DR, Nashville, TN",135000,2016-03-25,OLD HICKORY,TN,36.2643985,-86.6656999,37138.0
"611  HADLEY AVE, Nashville, TN",157000,2016-03-24,OLD HICKORY,TN,36.2650187,-86.6476559,37138.0
"42  JONES CIR, Nashville, TN",179000,2016-03-28,OLD HICKORY,TN,36.2707838,-86.6452874,31138.0
"20  JONES CIR, Nashville, TN",180000,2016-03-11,OLD HICKORY,TN,36.268205,-86.645387,37138.0
"2149  WOODDALE LN, Nashville, TN",220000,2016-03-01,NASHVILLE,TN,36.2389357,-86.7091549,37214.0
"109  RYBURN CT, Nashville, TN",112000,2016-03-07,OLD HICKORY,TN,36.2538169,-86.654809,37138.0
"1206  BIRDSALL ST, Nashville, TN",167000,2016-03-18,OLD HICKORY,TN,36.2585414,-86.6445957,37138.0
"1206  OVERTON ST, Nashville, TN",190500,2016-03-04,OLD HICKORY,TN,36.2585572,-86.6438676,37138.0
"1407  BERRY ST, Nashville, TN",90000,2016-03-04,OLD HICKORY,TN,36.2563874,-86.6501971,37138.0
"1403  OVERTON ST, Nashville, TN",205000,2016-03-31,OLD HICKORY,TN,36.2562723,-86.643663,37138.0
"410  28TH ST, Nashville, TN",192500,2016-03-30,OLD HICKORY,TN,36.2485041,-86.6366737,37138.0
"117  BECKER AVE, Nashville, TN",124900,2016-03-25,OLD HICKORY,TN,36.2451407,-86.6423934,37138.0
